All
52,81
49,83
65,35
71,72
65,20
77,43
75,09
69,05
71,00
78,03
9,63
10,09
7,52
5,33
10,54
6,87
8,42
9,62
10,90
3,71
75,89
78,07
86,97
87,71
100,14
96,93
101,90
100,73
101,97
103,07
10,75
8,92
8,71
8,78
6,00
7,89
5,83
5,71
7,93
4,55
130,67
112,93
118,25
133,71
138,07
131,67
122,35
129,76
140,56
137,33
5,17
22,11
17,68
4,32
1,90
12,49
21,48
16,15
1,52
6,69
